N T LP_floor IP_lower LP_upper dual_sortedness
41913 13971 41908 41913 41913.35000000 sorted
41914 13972 41908 41914 41914.19250000 sorted
41915 13972 41910 41915 41915.30625000 sorted
41916 13972 41910 41916 41916.42125000 sorted
41917 13973 41912 41917 41917.20203488 sorted
41918 13973 41912 41918 41918.27470930 sorted
41919 13973 41916 41919 41919.38953488 sorted
41920 13974 41912 41919 41919.97000000 sorted
41921 13974 41914 41921 41921.08625000 sorted
41922 13974 41915 41922 41922.20125000 sorted
41923 13975 41916 41922 41922.54625000 sorted
41924 13975 41915 41923 41923.66000000 sorted
41925 13975 41918 41924 41924.77500000 sorted
41926 13976 41921 41925 41925.84750000 sorted
41927 13976 41921 41926 41926.84750000 sorted
41928 13976 41921 41927 41927.96250000 sorted
41929 13977 41921 41928 41928.77375000 sorted
41930 13977 41922 41929 41929.88625000 sorted
41931 13977 41924 41931 41931.00125000 sorted
41932 13978 41926 41931 41931.81000000 sorted
41933 13978 41925 41932 41932.91500000 sorted
41934 13978 41926 41934 41934.03000000 sorted
41935 13979 41928 41934 41934.69125000 sorted
41936 13979 41930 41935 41935.79375000 sorted
41937 13979 41931 41936 41936.90875000 sorted
41938 13980 41931 41937 41937.73125000 sorted
41939 13980 41934 41938 41938.84000000 sorted
41940 13980 41934 41939 41939.95500000 sorted
41941 13981 41934 41940 41940.73000000 sorted
41942 13981 41936 41941 41941.84375000 sorted
41943 13981 41938 41942 41942.95875000 sorted
41944 13982 41935 41943 41943.93875000 sorted
41945 13982 41938 41945 41945.03500000 sorted
41946 13982 41939 41946 41946.15000000 sorted
41947 13983 41941 41946 41946.89500000 sorted
41948 13983 41943 41947 41947.96750000 sorted
41949 13983 41944 41949 41949.08375000 sorted
41950 13984 41944 41950 41950.19750000 sorted
41951 13984 41945 41951 41951.31125000 sorted
41952 13984 41945 41952 41952.42625000 sorted
41953 13985 41948 41953 41953.12437500 sorted
41954 13985 41948 41954 41954.23062500 sorted
41955 13985 41950 41955 41955.34562500 sorted
41956 13986 41952 41956 41956.17687500 sorted
41957 13986 41951 41957 41957.17687500 sorted
41958 13986 41955 41958 41958.29187500 sorted
41959 13987 41954 41959 41959.04625000 sorted
41960 13987 41956 41960 41960.15625000 sorted
41961 13987 41955 41961 41961.27125000 sorted
41962 13988 41958 41962 41962.07625000 sorted
41963 13988 41960 41963 41963.18750000 sorted
41964 13988 41958 41964 41964.30250000 sorted
41965 13989 41959 41965 41965.02750000 sorted
41966 13989 41962 41966 41966.10000000 sorted
41967 13989 41963 41967 41967.21500000 sorted
41968 13990 41963 41968 41968.05875000 sorted
41969 13990 41963 41969 41969.05875000 sorted
41970 13990 41965 41970 41970.17375000 sorted
41971 13991 41968 41970 41970.98687500 sorted
41972 13991 41963 41972 41972.09437500 sorted
41973 13991 41968 41973 41973.20937500 sorted
41974 13992 41970 41974 41974.00375000 sorted
41975 13992 41968 41975 41975.12000000 sorted
41976 13992 41969 41976 41976.23500000 sorted
41977 13993 41972 41977 41977.03750000 sorted
41978 13993 41973 41978 41978.15312500 sorted
41979 13993 41975 41979 41979.26812500 sorted
41980 13994 41974 41980 41980.08937500 sorted
41981 13994 41976 41981 41981.08937500 sorted
41982 13994 41977 41982 41982.20437500 sorted
41983 13995 41978 41982 41982.94937500 sorted
41984 13995 41980 41984 41984.06375000 sorted
41985 13995 41980 41985 41985.17875000 sorted
41986 13996 41980 41985 41985.94875000 sorted
41987 13996 41981 41987 41987.06187500 sorted
41988 13996 41983 41988 41988.17687500 sorted
41989 13997 41984 41989 41989.00500000 sorted
41990 13997 41985 41990 41990.11937500 sorted
41991 13997 41986 41991 41991.23437500 sorted
41992 13998 41986 41992 41992.13062500 sorted
41993 13998 41988 41993 41993.24187500 sorted
41994 13998 41989 41994 41994.35687500 sorted
41995 13999 41990 41995 41995.17937500 sorted
41996 13999 41991 41996 41996.25187500 sorted
41997 13999 41990 41997 41997.36687500 sorted
41998 14000 41993 41998 41998.26437500 sorted
41999 14000 41993 41999 41999.26437500 sorted
42000 14000 41996 42000 42000.37937500 sorted
42001 14001 41996 42001 42001.36993603 sorted
42002 14001 41996 42002 42002.44243070 sorted
42003 14001 41997 42003 42003.55756930 sorted
42004 14002 42000 42004 42004.38059701 sorted
42005 14002 42001 42005 42005.49466951 sorted
42006 14002 42002 42006 42006.60980810 sorted
42007 14003 42004 42007 42007.46801706 sorted
42008 14003 42004 42008 42008.58208955 sorted
42009 14003 42004 42009 42009.69722814 sorted
42010 14004 42006 42010 42010.60000000 sorted
42011 14004 42006 42011 42011.71000000 sorted
42012 14004 42005 42012 42012.82500000 sorted
42013 14005 42006 42013 42013.48750000 sorted
42014 14005 42008 42014 42014.59500000 sorted
42015 14005 42009 42015 42015.71000000 sorted
42016 14006 42012 42016 42016.54250000 sorted
42017 14006 42011 42017 42017.54250000 sorted
42018 14006 42012 42018 42018.65750000 sorted
42019 14007 42012 42019 42019.12687500 sorted
42020 14007 42014 42020 42020.24125000 sorted
42021 14007 42015 42021 42021.35625000 sorted
42022 14008 42016 42021 42021.97654584 sorted
42023 14008 42016 42022 42022.97654584 sorted
42024 14008 42018 42024 42024.09168444 sorted
42025 14009 42019 42024 42024.98720682 sorted
42026 14009 42020 42026 42026.05970149 sorted
42027 14009 42021 42027 42027.17484009 sorted
42028 14010 42023 42028 42028.07249467 sorted
42029 14010 42023 42029 42029.18763326 sorted
42030 14010 42024 42030 42030.30277185 sorted
42031 14011 42025 42031 42031.12153518 sorted
42032 14011 42027 42032 42032.23560768 sorted
42033 14011 42028 42033 42033.35074627 sorted
42034 14012 42032 42034 42034.20575693 sorted
42035 14012 42031 42035 42035.31769723 sorted
42036 14012 42031 42036 42036.43283582 sorted
42037 14013 42030 42037 42037.14605544 sorted
42038 14013 42031 42038 42038.21855011 sorted
42039 14013 42032 42039 42039.33368870 sorted
42040 14014 42033 42040 42040.10375000 sorted
42041 14014 42036 42041 42041.21250000 sorted
42042 14014 42037 42042 42042.32750000 sorted
42043 14015 42037 42043 42043.32750000 sorted
42044 14015 42039 42044 42044.44187500 sorted
42045 14015 42040 42045 42045.55687500 sorted
42046 14016 42042 42046 42046.34812500 sorted
42047 14016 42042 42047 42047.45250000 sorted
42048 14016 42044 42048 42048.56750000 sorted
42049 14017 42043 42048 42048.95095949 sorted
42050 14017 42044 42050 42050.06396588 sorted
42051 14017 42043 42051 42051.17910448 sorted
42052 14018 42043 42051 42051.56289979 sorted
42053 14018 42048 42052 42052.66950959 sorted
42054 14018 42048 42053 42053.78464819 sorted
42055 14019 42049 42054 42054.62153518 sorted
42056 14019 42050 42055 42055.73454158 sorted
42057 14019 42051 42056 42056.84968017 sorted
42058 14020 42053 42057 42057.68976546 sorted
42059 14020 42052 42058 42058.80490405 sorted
42060 14020 42054 42059 42059.92004264 sorted
42061 14021 42054 42060 42060.60021322 sorted
42062 14021 42054 42061 42061.67270789 sorted
42063 14021 42058 42062 42062.78784648 sorted
42064 14022 42059 42063 42063.61087420 sorted
42065 14022 42058 42064 42064.72388060 sorted
42066 14022 42061 42065 42065.83901919 sorted
42067 14023 42059 42066 42066.95415778 sorted
42068 14023 42061 42068 42068.06503198 sorted
42069 14023 42062 42069 42069.18017058 sorted
42070 14024 42064 42070 42070.05543710 sorted
42071 14024 42065 42071 42071.05543710 sorted
42072 14024 42064 42072 42072.17057569 sorted
42073 14025 42065 42072 42072.86353945 sorted
42074 14025 42068 42073 42073.97974414 sorted
42075 14025 42069 42075 42075.09488273 sorted
42076 14026 42070 42076 42076.20895522 sorted
42077 14026 42070 42077 42077.29744136 sorted
42078 14026 42073 42078 42078.41257996 sorted
42079 14027 42074 42079 42079.26759062 sorted
42080 14027 42075 42080 42080.38059701 sorted
42081 14027 42076 42081 42081.49573561 sorted
42082 14028 42076 42082 42082.60874200 sorted
42083 14028 42077 42083 42083.60874200 sorted
42084 14028 42076 42084 42084.72388060 sorted
42085 14029 42079 42085 42085.56823028 sorted
42086 14029 42078 42086 42086.67484009 sorted
42087 14029 42083 42087 42087.78997868 sorted
42088 14030 42085 42088 42088.67484009 sorted
42089 14030 42083 42089 42089.67484009 sorted
42090 14030 42086 42090 42090.78997868 sorted
42091 14031 42085 42091 42091.56637168 sorted
42092 14031 42086 42092 42092.68141593 sorted
42093 14031 42087 42093 42093.79646018 sorted
42094 14032 42088 42094 42094.62123894 sorted
42095 14032 42087 42095 42095.71681416 sorted
42096 14032 42091 42096 42096.83185841 sorted
42097 14033 42090 42097 42097.60530974 sorted
42098 14033 42094 42098 42098.72035398 sorted
42099 14033 42093 42099 42099.83539823 sorted
42100 14034 42094 42100 42100.72920354 sorted
42101 14034 42097 42101 42101.72920354 sorted
42102 14034 42095 42102 42102.84424779 sorted
42103 14035 42096 42103 42103.67079646 sorted
42104 14035 42098 42104 42104.78407080 sorted
42105 14035 42101 42105 42105.89911504 sorted
42106 14036 42100 42106 42106.64247788 sorted
42107 14036 42098 42107 42107.75929204 sorted
42108 14036 42100 42108 42108.87433628 sorted
42109 14037 42104 42109 42109.29495268 sorted
42110 14037 42104 42110 42110.39116719 sorted
42111 14037 42104 42111 42111.50630915 sorted
42112 14038 42105 42112 42112.35173502 sorted
42113 14038 42109 42113 42113.46214511 sorted
42114 14038 42108 42114 42114.57728707 sorted
42115 14039 42109 42115 42115.41798107 sorted
42116 14039 42110 42116 42116.49053628 sorted
42117 14039 42111 42117 42117.60567823 sorted
42118 14040 42111 42118 42118.19716088 sorted
42119 14040 42111 42119 42119.31072555 sorted
42120 14040 42113 42120 42120.42586751 sorted
42121 14041 42113 42121 42121.53627760 sorted
42122 14041 42116 42122 42122.60883281 sorted
42123 14041 42116 42123 42123.72397476 sorted
42124 14042 42119 42124 42124.48186120 sorted
42125 14042 42119 42125 42125.59700315 sorted
42126 14042 42120 42126 42126.71214511 sorted
42127 14043 42120 42127 42127.23107256 sorted
42128 14043 42119 42128 42128.33359621 sorted
42129 14043 42123 42129 42129.44873817 sorted
42130 14044 42122 42130 42130.12145110 sorted
42131 14044 42126 42131 42131.12145110 sorted
42132 14044 42124 42132 42132.23659306 sorted
42133 14045 42124 42133 42133.06466877 sorted
42134 14045 42127 42134 42134.13722397 sorted
42135 14045 42128 42135 42135.25236593 sorted
42136 14046 42131 42136 42136.36593060 sorted
42137 14046 42131 42137 42137.47634069 sorted
42138 14046 42132 42138 42138.59148265 sorted
42139 14047 42134 42139 42139.30757098 sorted
42140 14047 42133 42140 42140.42113565 sorted
42141 14047 42134 42141 42141.53627760 sorted
42142 14048 42139 42142 42142.33675079 sorted
42143 14048 42137 42143 42143.45110410 sorted
42144 14048 42138 42144 42144.56624606 sorted
42145 14049 42138 42145 42145.35962145 sorted
42146 14049 42140 42146 42146.47003155 sorted
42147 14049 42142 42147 42147.58517350 sorted
42148 14050 42143 42148 42148.40220820 sorted
42149 14050 42143 42149 42149.51498423 sorted
42150 14050 42143 42150 42150.63012618 sorted
42151 14051 42144 42151 42151.50552050 sorted
42152 14051 42148 42152 42152.61750789 sorted
42153 14051 42146 42153 42153.73264984 sorted
42154 14052 42147 42154 42154.62223975 sorted
42155 14052 42149 42155 42155.71845426 sorted
42156 14052 42149 42156 42156.83359621 sorted
42157 14053 42150 42157 42157.54968454 sorted
42158 14053 42153 42158 42158.66324921 sorted
42159 14053 42155 42159 42159.77839117 sorted
42160 14054 42154 42160 42160.39625693 sorted
42161 14054 42155 42161 42161.50970425 sorted
42162 14054 42156 42162 42162.62476895 sorted
42163 14055 42157 42163 42163.47550832 sorted
42164 14055 42157 42164 42164.58941774 sorted
42165 14055 42159 42165 42165.70448244 sorted
42166 14056 42160 42166 42166.52426063 sorted
42167 14056 42161 42167 42167.63724584 sorted
42168 14056 42163 42168 42168.75231054 sorted
42169 14057 42163 42169 42169.40295749 sorted
42170 14057 42165 42170 42170.49907579 sorted
42171 14057 42166 42171 42171.61414048 sorted
42172 14058 42167 42172 42172.50693161 sorted
42173 14058 42167 42173 42173.62107209 sorted
42174 14058 42169 42174 42174.73613678 sorted
42175 14059 42170 42175 42175.31053604 sorted
42176 14059 42170 42176 42176.42236599 sorted
42177 14059 42171 42177 42177.53743068 sorted
42178 14060 42172 42178 42178.32717190 sorted
42179 14060 42173 42179 42179.32717190 sorted
42180 14060 42174 42180 42180.44223660 sorted
42181 14061 42174 42181 42181.16705176 sorted
42182 14061 42174 42182 42182.28073013 sorted
42183 14061 42176 42183 42183.39579482 sorted
42184 14062 42178 42184 42184.18690852 sorted
42185 14062 42177 42185 42185.30047319 sorted
42186 14062 42180 42186 42186.41561514 sorted
42187 14063 42178 42186 42186.69637224 sorted
42188 14063 42181 42187 42187.81230284 sorted
42189 14063 42184 42188 42188.92744479 sorted
42190 14064 42185 42189 42189.50473186 sorted
42191 14064 42184 42190 42190.61356467 sorted
42192 14064 42186 42191 42191.72870662 sorted
42193 14065 42187 42192 42192.50157729 sorted
42194 14065 42189 42193 42193.61514196 sorted
42195 14065 42189 42194 42194.73028391 sorted
42196 14066 42190 42195 42195.73028391 sorted
42197 14066 42190 42196 42196.73028391 sorted
42198 14066 42194 42197 42197.84542587 sorted
42199 14067 42194 42198 42198.58123028 sorted
42200 14067 42194 42199 42199.69637224 sorted
42201 14067 42194 42200 42200.81151420 sorted
42202 14068 42198 42201 42201.62854890 sorted
42203 14068 42198 42202 42202.71687697 sorted
42204 14068 42198 42203 42203.83201893 sorted
42205 14069 42195 42204 42204.66167192 sorted
42206 14069 42200 42205 42205.77365931 sorted
42207 14069 42202 42206 42206.88880126 sorted
42208 14070 42202 42207 42207.68848580 sorted
42209 14070 42203 42208 42208.68848580 sorted
42210 14070 42204 42209 42209.80362776 sorted
42211 14071 42206 42210 42210.87933754 sorted
42212 14071 42207 42211 42211.99447950 sorted
42213 14071 42209 42213 42213.10962145 sorted
42214 14072 42208 42213 42213.96451104 sorted
42215 14072 42210 42215 42215.06072555 sorted
42216 14072 42211 42216 42216.17586751 sorted
42217 14073 42212 42216 42216.98659306 sorted
42218 14073 42215 42218 42218.10094637 sorted
42219 14073 42216 42219 42219.21608833 sorted
42220 14074 42216 42220 42220.05678233 sorted
42221 14074 42217 42221 42221.05678233 sorted
42222 14074 42216 42222 42222.17192429 sorted
42223 14075 42218 42222 42222.87854890 sorted
42224 14075 42220 42223 42223.99211356 sorted
42225 14075 42220 42225 42225.10725552 sorted
42226 14076 42222 42225 42225.98580442 sorted
42227 14076 42223 42226 42226.98580442 sorted
42228 14076 42222 42228 42228.10094637 sorted
42229 14077 42222 42229 42229.11791383 sorted
42230 14077 42223 42230 42230.23242630 sorted
42231 14077 42225 42231 42231.34750567 sorted
42232 14078 42226 42232 42232.15249433 sorted
42233 14078 42226 42233 42233.26587302 sorted
42234 14078 42228 42234 42234.38095238 sorted
42235 14079 42228 42235 42235.22165533 sorted
42236 14079 42230 42236 42236.29421769 sorted
42237 14079 42232 42237 42237.40929705 sorted
42238 14080 42231 42237 42237.37683398 sorted
42239 14080 42231 42238 42238.37683398 sorted
42240 14080 42233 42239 42239.49189189 sorted
42241 14081 42234 42240 42240.60540541 sorted
42242 14081 42235 42241 42241.67799228 sorted
42243 14081 42234 42242 42242.79305019 sorted
42244 14082 42236 42243 42243.69034749 sorted
42245 14082 42236 42244 42244.80540541 sorted
42246 14082 42239 42245 42245.92046332 sorted
42247 14083 42239 42246 42246.74208494 sorted
42248 14083 42241 42247 42247.84478764 sorted
42249 14083 42243 42248 42248.95984556 sorted
42250 14084 42241 42249 42249.85559846 sorted
42251 14084 42244 42250 42250.96911197 sorted
42252 14084 42244 42252 42252.08416988 sorted
42253 14085 42246 42252 42252.92540323 sorted
42254 14085 42249 42254 42254.03830645 sorted
42255 14085 42247 42255 42255.15322581 sorted
42256 14086 42248 42255 42255.99495968 sorted
42257 14086 42250 42256 42256.99495968 sorted
42258 14086 42249 42258 42258.10987903 sorted
42259 14087 42254 42258 42258.94455645 sorted
42260 14087 42254 42260 42260.05443548 sorted
42261 14087 42254 42261 42261.16935484 sorted
42262 14088 42254 42262 42262.06653226 sorted
42263 14088 42258 42263 42263.16633065 sorted
42264 14088 42258 42264 42264.28125000 sorted
42265 14089 42259 42265 42265.10483871 sorted
42266 14089 42259 42266 42266.21270161 sorted
42267 14089 42261 42267 42267.32762097 sorted
42268 14090 42262 42268 42268.25201613 sorted
42269 14090 42265 42269 42269.36189516 sorted
42270 14090 42263 42270 42270.47681452 sorted
42271 14091 42265 42271 42271.28729839 sorted
42272 14091 42267 42272 42272.39919355 sorted
42273 14091 42267 42273 42273.51411290 sorted
42274 14092 42268 42274 42274.09677419 sorted
42275 14092 42269 42275 42275.20967742 sorted
42276 14092 42269 42276 42276.32459677 sorted
42277 14093 42273 42276 42276.96370968 sorted
42278 14093 42270 42278 42278.03629032 sorted
42279 14093 42276 42279 42279.15120968 sorted
42280 14094 42274 42279 42279.95665323 sorted
42281 14094 42277 42280 42280.95665323 sorted
42282 14094 42276 42282 42282.07157258 sorted
42283 14095 42275 42282 42282.68245968 sorted
42284 14095 42278 42283 42283.79838710 sorted
