N T LP_floor IP_lower LP_upper dual_sortedness
43739 14580 43732 43739 43739.47640025 sorted
43740 14580 43732 43740 43740.59093770 sorted
43741 14581 43733 43741 43741.10564399 sorted
43742 14581 43735 43742 43742.17800289 sorted
43743 14581 43736 43743 43743.29232996 sorted
43744 14582 43736 43744 43744.09985528 sorted
43745 14582 43738 43745 43745.21273517 sorted
43746 14582 43740 43746 43746.32706223 sorted
43747 14583 43741 43747 43747.24167873 sorted
43748 14583 43739 43748 43748.31403763 sorted
43749 14583 43742 43749 43749.42836469 sorted
43750 14584 43742 43750 43750.26917511 sorted
43751 14584 43745 43751 43751.38060781 sorted
43752 14584 43745 43752 43752.49493488 sorted
43753 14585 43747 43753 43753.21707670 sorted
43754 14585 43748 43754 43754.32995658 sorted
43755 14585 43748 43755 43755.44428365 sorted
43756 14586 43747 43756 43756.23444284 sorted
43757 14586 43751 43757 43757.34732272 sorted
43758 14586 43752 43758 43758.46164978 sorted
43759 14587 43752 43759 43759.10813090 sorted
43760 14587 43753 43760 43760.22250337 sorted
43761 14587 43754 43761 43761.33687584 sorted
43762 14588 43754 43762 43762.10104588 sorted
43763 14588 43758 43763 43763.21390013 sorted
43764 14588 43758 43764 43764.32827260 sorted
43765 14589 43758 43765 43765.12634952 sorted
43766 14589 43759 43766 43766.24021592 sorted
43767 14589 43760 43767 43767.35458839 sorted
43768 14590 43760 43768 43768.14304993 sorted
43769 14590 43763 43769 43769.25674764 sorted
43770 14590 43764 43770 43770.37112011 sorted
43771 14591 43764 43771 43771.19652497 sorted
43772 14591 43768 43772 43772.30937922 sorted
43773 14591 43768 43773 43773.42375169 sorted
43774 14592 43768 43774 43774.32000675 sorted
43775 14592 43769 43775 43775.43454791 sorted
43776 14592 43769 43776 43776.54892038 sorted
43777 14593 43770 43777 43777.54892038 sorted
43778 14593 43771 43778 43778.66329285 sorted
43779 14593 43773 43779 43779.77766532 sorted
43780 14594 43773 43780 43780.67442645 sorted
43781 14594 43774 43781 43781.67442645 sorted
43782 14594 43776 43782 43782.78879892 sorted
43783 14595 43776 43783 43783.53677463 sorted
43784 14595 43778 43784 43784.65013495 sorted
43785 14595 43779 43785 43785.76450742 sorted
43786 14596 43777 43786 43786.50904393 sorted
43787 14596 43780 43787 43787.50904393 sorted
43788 14596 43782 43788 43788.62338501 sorted
43789 14597 43782 43789 43789.54644638 sorted
43790 14597 43782 43790 43790.66178304 sorted
43791 14597 43784 43791 43791.77618454 sorted
43792 14598 43783 43792 43792.59024966 sorted
43793 14598 43786 43793 43793.59024966 sorted
43794 14598 43787 43794 43794.70462213 sorted
43795 14599 43789 43795 43795.51683292 sorted
43796 14599 43789 43796 43796.58915212 sorted
43797 14599 43790 43797 43797.70355362 sorted
43798 14600 43793 43798 43798.50062344 sorted
43799 14600 43792 43799 43799.58915212 sorted
43800 14600 43794 43800 43800.70355362 sorted
43801 14601 43794 43801 43801.62738745 sorted
43802 14601 43796 43802 43802.74198499 sorted
43803 14601 43796 43803 43803.85641201 sorted
43804 14602 43798 43804 43804.51156627 sorted
43805 14602 43799 43805 43805.60722892 sorted
43806 14602 43799 43806 43806.72168675 sorted
43807 14603 43801 43807 43807.53748327 sorted
43808 14603 43802 43808 43808.65127175 sorted
43809 14603 43804 43809 43809.76572958 sorted
43810 14604 43805 43810 43810.57095047 sorted
43811 14604 43806 43811 43811.68473896 sorted
43812 14604 43806 43812 43812.79919679 sorted
43813 14605 43808 43813 43813.62382865 sorted
43814 14605 43809 43814 43814.73560910 sorted
43815 14605 43810 43815 43815.85006693 sorted
43816 14606 43810 43816 43816.68433735 sorted
43817 14606 43810 43817 43817.79421687 sorted
43818 14606 43811 43818 43818.90867470 sorted
43819 14607 43813 43819 43819.74765730 sorted
43820 14607 43813 43820 43820.86144578 sorted
43821 14607 43814 43821 43821.97590361 sorted
43822 14608 43817 43822 43822.72289157 sorted
43823 14608 43816 43823 43823.82195448 sorted
43824 14608 43820 43824 43824.93641231 sorted
43825 14609 43820 43825 43825.82912507 sorted
43826 14609 43822 43826 43826.93775690 sorted
43827 14609 43822 43828 43828.05226072 sorted
43828 14610 43823 43828 43828.84086906 sorted
43829 14610 43823 43829 43829.95243688 sorted
43830 14610 43825 43831 43831.06694069 sorted
43831 14611 43826 43831 43831.89853748 sorted
43832 14611 43827 43833 43833.00068556 sorted
43833 14611 43828 43834 43834.11517367 sorted
43834 14612 43829 43834 43834.90356490 sorted
43835 14612 43830 43836 43836.01485375 sorted
43836 14612 43831 43837 43837.12934187 sorted
43837 14613 43832 43837 43837.77902194 sorted
43838 14613 43834 43838 43838.88893967 sorted
43839 14613 43835 43840 43840.00342779 sorted
43840 14614 43836 43840 43840.84849177 sorted
43841 14614 43836 43841 43841.93715722 sorted
43842 14614 43837 43843 43843.05164534 sorted
43843 14615 43839 43843 43843.90676417 sorted
43844 14615 43840 43845 43845.02056673 sorted
43845 14615 43842 43846 43846.13505484 sorted
43846 14616 43841 43847 43847.23834552 sorted
43847 14616 43842 43848 43848.35123400 sorted
43848 14616 43844 43849 43849.46572212 sorted
43849 14617 43844 43850 43850.22512438 sorted
43850 14617 43846 43851 43851.33706468 sorted
43851 14617 43849 43852 43852.45149254 sorted
43852 14618 43847 43853 43853.29522431 sorted
43853 14618 43850 43854 43854.29522431 sorted
43854 14618 43848 43855 43855.40955137 sorted
43855 14619 43850 43856 43856.27062229 sorted
43856 14619 43853 43857 43857.37337192 sorted
43857 14619 43852 43858 43858.48769899 sorted
43858 14620 43853 43859 43859.27351664 sorted
43859 14620 43855 43860 43860.38494935 sorted
43860 14620 43856 43861 43861.49927641 sorted
43861 14621 43856 43862 43862.08492569 sorted
43862 14621 43856 43863 43863.19851380 sorted
43863 14621 43859 43864 43864.31316348 sorted
43864 14622 43859 43865 43865.19851380 sorted
43865 14622 43861 43866 43866.31316348 sorted
43866 14622 43861 43867 43867.42781316 sorted
43867 14623 43862 43868 43868.14118896 sorted
43868 14623 43863 43869 43869.25371550 sorted
43869 14623 43864 43870 43870.36836518 sorted
43870 14624 43865 43871 43871.19214437 sorted
43871 14624 43865 43872 43872.29617834 sorted
43872 14624 43867 43873 43873.41082803 sorted
43873 14625 43869 43874 43874.11571125 sorted
43874 14625 43870 43875 43875.18789809 sorted
43875 14625 43869 43876 43876.30254777 sorted
43876 14626 43871 43877 43877.18660194 sorted
43877 14626 43872 43878 43878.30000000 sorted
43878 14626 43872 43879 43879.41456311 sorted
43879 14627 43872 43879 43879.83014862 sorted
43880 14627 43875 43880 43880.93949045 sorted
43881 14627 43878 43882 43882.05414013 sorted
43882 14628 43877 43882 43882.95010616 sorted
43883 14628 43878 43884 43884.03821656 sorted
43884 14628 43881 43885 43885.15286624 sorted
43885 14629 43881 43886 43886.04140127 sorted
43886 14629 43882 43887 43887.11358811 sorted
43887 14629 43882 43888 43888.22823779 sorted
43888 14630 43884 43889 43889.12526540 sorted
43889 14630 43885 43890 43890.12526539 sorted
43890 14630 43884 43891 43891.23991507 sorted
43891 14631 43885 43891 43891.76804671 sorted
43892 14631 43886 43892 43892.84023355 sorted
43893 14631 43886 43893 43893.95488323 sorted
43894 14632 43887 43894 43894.79564756 sorted
43895 14632 43888 43895 43895.89118896 sorted
43896 14632 43889 43897 43897.00583864 sorted
43897 14633 43894 43897 43897.99681529 sorted
43898 14633 43894 43899 43899.10934183 sorted
43899 14633 43894 43900 43900.22399151 sorted
43900 14634 43895 43901 43901.11995754 sorted
43901 14634 43899 43902 43902.23460722 sorted
43902 14634 43900 43903 43903.34925690 sorted
43903 14635 43896 43904 43904.11464968 sorted
43904 14635 43899 43905 43905.22823779 sorted
43905 14635 43899 43906 43906.34288747 sorted
43906 14636 43899 43907 43907.16666667 sorted
43907 14636 43902 43908 43908.28131635 sorted
43908 14636 43903 43909 43909.39596603 sorted
43909 14637 43904 43910 43910.21974522 sorted
43910 14637 43906 43911 43911.31528662 sorted
43911 14637 43905 43912 43912.42993631 sorted
43912 14638 43907 43912 43912.76857749 sorted
43913 14638 43906 43913 43913.76857749 sorted
43914 14638 43908 43914 43914.88322718 sorted
43915 14639 43908 43915 43915.64755839 sorted
43916 14639 43912 43916 43916.71974522 sorted
43917 14639 43913 43917 43917.83439490 sorted
43918 14640 43911 43918 43918.72505308 sorted
43919 14640 43913 43919 43919.83333333 sorted
43920 14640 43915 43920 43920.94798301 sorted
43921 14641 43914 43921 43921.47876858 sorted
43922 14641 43915 43922 43922.55095541 sorted
43923 14641 43916 43923 43923.66772824 sorted
43924 14642 43920 43924 43924.78237792 sorted
43925 14642 43919 43925 43925.89596603 sorted
43926 14642 43920 43927 43927.01061571 sorted
43927 14643 43921 43927 43927.86942675 sorted
43928 14643 43921 43928 43928.98301486 sorted
43929 14643 43923 43930 43930.09766454 sorted
43930 14644 43927 43930 43930.92462845 sorted
43931 14644 43925 43932 43932.03715499 sorted
43932 14644 43924 43933 43933.15180467 sorted
43933 14645 43929 43933 43933.88428875 sorted
43934 14645 43931 43934 43934.99044586 sorted
43935 14645 43929 43936 43936.10509554 sorted
43936 14646 43929 43936 43936.28343949 sorted
43937 14646 43928 43937 43937.39490446 sorted
43938 14646 43928 43938 43938.50955414 sorted
43939 14647 43931 43939 43939.31104034 sorted
43940 14647 43932 43940 43940.42569002 sorted
43941 14647 43936 43941 43941.54033970 sorted
43942 14648 43934 43942 43942.34501062 sorted
43943 14648 43935 43943 43943.34501062 sorted
43944 14648 43937 43944 43944.45966030 sorted
43945 14649 43937 43945 43945.26857749 sorted
43946 14649 43940 43946 43946.38322718 sorted
43947 14649 43939 43947 43947.49787686 sorted
43948 14650 43940 43948 43948.38853503 sorted
43949 14650 43941 43949 43949.50106157 sorted
43950 14650 43941 43950 43950.61571125 sorted
43951 14651 43942 43951 43951.29723991 sorted
43952 14651 43945 43952 43952.40976645 sorted
43953 14651 43944 43953 43953.52441614 sorted
43954 14652 43949 43954 43954.59660297 sorted
43955 14652 43947 43955 43955.70912951 sorted
43956 14652 43949 43956 43956.82377919 sorted
43957 14653 43950 43957 43957.92775666 sorted
43958 14653 43953 43959 43959.04087452 sorted
43959 14653 43953 43960 43960.15541825 sorted
43960 14654 43955 43961 43961.05204373 sorted
43961 14654 43956 43962 43962.05204373 sorted
43962 14654 43955 43963 43963.16658745 sorted
43963 14655 43958 43963 43963.85138004 sorted
43964 14655 43956 43964 43964.96390658 sorted
43965 14655 43958 43966 43966.07855626 sorted
43966 14656 43961 43966 43966.89448669 sorted
43967 14656 43961 43968 43968.00784221 sorted
43968 14656 43962 43969 43969.12238593 sorted
43969 14657 43961 43969 43969.72611465 sorted
43970 14657 43966 43970 43970.82165605 sorted
43971 14657 43965 43971 43971.93630573 sorted
43972 14658 43965 43972 43972.79193206 sorted
43973 14658 43966 43973 43973.79193206 sorted
43974 14658 43970 43974 43974.90658174 sorted
43975 14659 43967 43975 43975.74522293 sorted
43976 14659 43973 43976 43976.85881104 sorted
43977 14659 43969 43977 43977.97346072 sorted
43978 14660 43970 43978 43978.39384289 sorted
43979 14660 43970 43979 43979.50849257 sorted
43980 14660 43973 43980 43980.62314225 sorted
43981 14661 43977 43981 43981.41719745 sorted
43982 14661 43975 43982 43982.48938429 sorted
43983 14661 43975 43983 43983.60403397 sorted
43984 14662 43977 43984 43984.70594480 sorted
43985 14662 43980 43985 43985.81953291 sorted
43986 14662 43982 43986 43986.93418259 sorted
43987 14663 43982 43987 43987.67940552 sorted
43988 14663 43979 43988 43988.78662420 sorted
43989 14663 43981 43989 43989.90127389 sorted
43990 14664 43984 43990 43990.91267842 sorted
43991 14664 43985 43991 43991.91267842 sorted
43992 14664 43987 43993 43993.02728799 sorted
43993 14665 43987 43993 43993.64168766 sorted
43994 14665 43988 43994 43994.71389589 sorted
43995 14665 43990 43995 43995.82850546 sorted
43996 14666 43990 43996 43996.61060967 sorted
43997 14666 43991 43997 43997.61060967 sorted
43998 14666 43992 43998 43998.72522139 sorted
43999 14667 43992 43999 43999.58097752 sorted
44000 14667 43995 44000 44000.69521411 sorted
44001 14667 43994 44001 44001.80982368 sorted
44002 14668 43995 44002 44002.65470193 sorted
44003 14668 43996 44003 44003.76634877 sorted
44004 14668 43998 44004 44004.88096049 sorted
44005 14669 43998 44005 44005.64271117 sorted
44006 14669 43999 44006 44006.71491826 sorted
44007 14669 44000 44007 44007.82952997 sorted
44008 14670 44001 44008 44008.71491826 sorted
44009 14670 44002 44009 44009.80304837 sorted
44010 14670 44003 44010 44010.91766008 sorted
44011 14671 44006 44011 44011.77707006 sorted
44012 14671 44008 44012 44012.84925690 sorted
44013 14671 44007 44013 44013.96390658 sorted
44014 14672 44011 44014 44014.75159236 sorted
44015 14672 44008 44015 44015.84713376 sorted
44016 14672 44012 44016 44016.96178344 sorted
44017 14673 44012 44017 44017.57186648 sorted
44018 14673 44012 44018 44018.68205041 sorted
44019 14673 44012 44019 44019.79666212 sorted
44020 14674 44014 44020 44020.69082084 sorted
44021 14674 44015 44021 44021.69082084 sorted
44022 14674 44016 44022 44022.80543256 sorted
44023 14675 44018 44023 44023.86783439 sorted
44024 14675 44019 44024 44024.96974522 sorted
44025 14675 44021 44026 44026.08439490 sorted
44026 14676 44021 44026 44026.83811040 sorted
44027 14676 44022 44027 44027.83811040 sorted
44028 14676 44022 44028 44028.95276009 sorted
44029 14677 44024 44029 44029.64702760 sorted
44030 14677 44024 44030 44030.76061571 sorted
44031 14677 44025 44031 44031.87526539 sorted
44032 14678 44028 44032 44032.69904459 sorted
44033 14678 44030 44033 44033.80467091 sorted
44034 14678 44029 44034 44034.91932059 sorted
44035 14679 44031 44035 44035.49044586 sorted
44036 14679 44032 44036 44036.60403397 sorted
44037 14679 44034 44037 44037.71868365 sorted
44038 14680 44033 44038 44038.63163482 sorted
44039 14680 44034 44039 44039.74309979 sorted
44040 14680 44036 44040 44040.85774947 sorted
44041 14681 44037 44041 44041.60297240 sorted
44042 14681 44037 44042 44042.71656051 sorted
44043 14681 44038 44043 44043.83121019 sorted
44044 14682 44041 44044 44044.43949045 sorted
44045 14682 44041 44045 44045.55201699 sorted
44046 14682 44042 44046 44046.66666667 sorted
44047 14683 44041 44047 44047.48832272 sorted
44048 14683 44043 44048 44048.59023355 sorted
44049 14683 44044 44049 44049.70488323 sorted
44050 14684 44045 44050 44050.60084926 sorted
44051 14684 44047 44051 44051.71443737 sorted
44052 14684 44049 44052 44052.82908705 sorted
44053 14685 44048 44053 44053.54883227 sorted
44054 14685 44050 44054 44054.62101911 sorted
44055 14685 44050 44055 44055.73566879 sorted
44056 14686 44050 44056 44056.46019108 sorted
44057 14686 44052 44057 44057.55997877 sorted
44058 14686 44053 44058 44058.67462845 sorted
44059 14687 44053 44059 44059.36252654 sorted
44060 14687 44054 44060 44060.47186837 sorted
44061 14687 44057 44061 44061.58651805 sorted
44062 14688 44056 44062 44062.35615711 sorted
44063 14688 44057 44063 44063.47080679 sorted
44064 14688 44058 44064 44064.58545648 sorted
44065 14689 44059 44065 44065.36956299 sorted
44066 14689 44059 44066 44066.47525842 sorted
44067 14689 44059 44067 44067.58978098 sorted
44068 14690 44063 44068 44068.36069652 sorted
44069 14690 44063 44069 44069.47388060 sorted
44070 14690 44065 44070 44070.58830846 sorted
44071 14691 44066 44071 44071.51990050 sorted
44072 14691 44065 44072 44072.63184080 sorted
44073 14691 44065 44073 44073.74626866 sorted
44074 14692 44069 44074 44074.81840796 sorted
44075 14692 44070 44075 44075.93283582 sorted
44076 14692 44072 44077 44077.04726368 sorted
44077 14693 44073 44077 44077.86940299 sorted
44078 14693 44072 44078 44078.94154229 sorted
44079 14693 44073 44080 44080.05597015 sorted
44080 14694 44073 44080 44080.88308458 sorted
44081 14694 44076 44081 44081.99170813 sorted
44082 14694 44077 44083 44083.10613599 sorted
44083 14695 44080 44083 44083.90132670 sorted
44084 14695 44079 44085 44085.01451078 sorted
44085 14695 44080 44086 44086.12893864 sorted
44086 14696 44082 44086 44086.96268657 sorted
44087 14696 44083 44087 44087.96268657 sorted
44088 14696 44082 44089 44089.07711443 sorted
44089 14697 44086 44089 44089.94029851 sorted
44090 14697 44086 44091 44091.03606965 sorted
44091 14697 44086 44092 44092.15049751 sorted
44092 14698 44085 44092 44092.73102911 sorted
44093 14698 44087 44093 44093.81938669 sorted
44094 14698 44088 44094 44094.93373181 sorted
44095 14699 44089 44095 44095.77676715 sorted
44096 14699 44091 44096 44096.89163202 sorted
44097 14699 44092 44098 44098.00597713 sorted
44098 14700 44093 44098 44098.89786902 sorted
44099 14700 44095 44100 44100.01195426 sorted
44100 14700 44096 44101 44101.12629938 sorted
44101 14701 44095 44102 44102.04502542 sorted
44102 14701 44096 44103 44103.11728395 sorted
44103 14701 44097 44104 44104.23166304 sorted
44104 14702 44098 44104 44104.99259758 sorted
44105 14702 44099 44106 44106.08815612 sorted
44106 14702 44100 44107 44107.20255720 sorted
44107 14703 44101 44108 44108.03768506 sorted
44108 14703 44102 44109 44109.10991476 sorted
44109 14703 44103 44110 44110.22431584 sorted
44110 14704 44105 44111 44111.09738956 sorted
44111 14704 44106 44112 44112.09738956 sorted
44112 14704 44107 44113 44113.21184739 sorted
44113 14705 44110 44114 44114.03012048 sorted
44114 14705 44110 44115 44115.14357430 sorted
44115 14705 44109 44116 44116.25803213 sorted
44116 14706 44111 44117 44117.03602707 sorted
44117 14706 44113 44118 44118.14968153 sorted
44118 14706 44114 44119 44119.26413217 sorted
44119 14707 44114 44120 44120.21204027 sorted
44120 14707 44115 44121 44121.32162181 sorted
44121 14707 44116 44122 44122.43606602 sorted
44122 14708 44117 44123 44123.23458705 sorted
44123 14708 44118 44124 44124.23458705 sorted
44124 14708 44118 44125 44125.34897247 sorted
44125 14709 44120 44126 44126.18249968 sorted
44126 14709 44121 44127 44127.25474990 sorted
44127 14709 44122 44128 44128.36913532 sorted
44128 14710 44122 44129 44129.21196846 sorted
44129 14710 44123 44130 44130.21196846 sorted
44130 14710 44124 44131 44131.32635388 sorted
44131 14711 44126 44132 44132.03554349 sorted
44132 14711 44126 44133 44133.14915342 sorted
44133 14711 44127 44134 44134.26353884 sorted
44134 14712 44129 44134 44134.93485847 sorted
44135 14712 44130 44136 44136.04950239 sorted
44136 14712 44129 44137 44137.16388781 sorted
44137 14713 44131 44137 44137.94274267 sorted
44138 14713 44132 44139 44139.05286287 sorted
44139 14713 44132 44140 44140.16724829 sorted
44140 14714 44134 44141 44141.06010081 sorted
44141 14714 44135 44142 44142.16879928 sorted
44142 14714 44136 44143 44143.28318470 sorted
44143 14715 44136 44144 44144.08452889 sorted
44144 14715 44139 44145 44145.19994830 sorted
44145 14715 44140 44146 44146.31433372 sorted
44146 14716 44140 44147 44147.01148113 sorted
44147 14716 44141 44148 44148.12584840 sorted
44148 14716 44142 44149 44149.24021567 sorted
44149 14717 44143 44150 44150.07740586 sorted
44150 14717 44144 44151 44151.19023710 sorted
44151 14717 44146 44152 44152.30460251 sorted
44152 14718 44147 44153 44153.19023710 sorted
44153 14718 44148 44154 44154.30167364 sorted
44154 14718 44148 44155 44155.41603905 sorted
44155 14719 44149 44156 44156.23556485 sorted
44156 14719 44151 44157 44157.34839609 sorted
44157 14719 44153 44158 44158.46276151 sorted
44158 14720 44153 44159 44159.19188075 sorted
44159 14720 44154 44160 44160.19188075 sorted
44160 14720 44155 44161 44161.30624802 sorted
44161 14721 44155 44162 44162.08614540 sorted
44162 14721 44155 44163 44163.19917695 sorted
44163 14721 44155 44164 44164.31358025 sorted
44164 14722 44157 44165 44165.11550069 sorted
44165 14722 44159 44166 44166.22962963 sorted
44166 14722 44161 44167 44167.34403292 sorted
44167 14723 44161 44168 44168.14705075 sorted
44168 14723 44161 44169 44169.24910837 sorted
44169 14723 44162 44170 44170.36351166 sorted
44170 14724 44164 44171 44171.25871056 sorted
44171 14724 44165 44172 44172.25871056 sorted
44172 14724 44166 44173 44173.37311385 sorted
44173 14725 44166 44174 44174.15221402 sorted
44174 14725 44168 44175 44175.26312013 sorted
44175 14725 44169 44176 44176.37751128 sorted
44176 14726 44171 44176 44176.68041237 sorted
44177 14726 44172 44177 44177.76877761 sorted
44178 14726 44171 44178 44178.88316151 sorted
44179 14727 44172 44179 44179.77368679 sorted
44180 14727 44174 44180 44180.88757977 sorted
44181 14727 44175 44182 44182.00196367 sorted
44182 14728 44177 44182 44182.80461463 sorted
44183 14728 44178 44183 44183.91801669 sorted
44184 14728 44179 44185 44185.03240059 sorted
44185 14729 44177 44185 44185.88021600 sorted
44186 14729 44181 44186 44186.95238095 sorted
44187 14729 44180 44188 44188.06676485 sorted
44188 14730 44181 44189 44189.13892980 sorted
44189 14730 44182 44190 44190.13892980 sorted
44190 14730 44183 44191 44191.25331370 sorted
44191 14731 44187 44192 44192.05940108 sorted
44192 14731 44187 44193 44193.17034855 sorted
44193 14731 44189 44194 44194.28473245 sorted
44194 14732 44190 44195 44195.17918508 sorted
44195 14732 44190 44196 44196.27442317 sorted
44196 14732 44191 44197 44197.38880707 sorted
44197 14733 44190 44197 44197.98576338 sorted
44198 14733 44194 44199 44199.10063821 sorted
44199 14733 44194 44200 44200.21502209 sorted
44200 14734 44194 44201 44201.03780069 sorted
44201 14734 44197 44202 44202.03780069 sorted
44202 14734 44198 44203 44203.15218459 sorted
44203 14735 44197 44203 44203.83188226 sorted
44204 14735 44198 44204 44204.94506633 sorted
44205 14735 44199 44206 44206.05949420 sorted
44206 14736 44201 44206 44206.86898839 sorted
44207 14736 44202 44207 44207.86898839 sorted
44208 14736 44205 44208 44208.98341625 sorted
44209 14737 44205 44209 44209.73092869 sorted
44210 14737 44203 44210 44210.82628524 sorted
44211 14737 44204 44211 44211.94071310 sorted
44212 14738 44205 44212 44212.83167496 sorted
44213 14738 44208 44213 44213.94610282 sorted
44214 14738 44209 44215 44215.06053068 sorted
44215 14739 44211 44215 44215.92081260 sorted
44216 14739 44210 44217 44217.02280265 sorted
44217 14739 44213 44218 44218.13723051 sorted
44218 14740 44212 44219 44219.20936982 sorted
44219 14740 44213 44220 44220.29767828 sorted
44220 14740 44216 44221 44221.41210614 sorted
44221 14741 44216 44221 44221.72557683 sorted
44222 14741 44218 44222 44222.79774178 sorted
44223 14741 44218 44223 44223.91212568 sorted
44224 14742 44218 44224 44224.80657830 sorted
44225 14742 44221 44225 44225.91998036 sorted
44226 14742 44219 44227 44227.03436426 sorted
44227 14743 44222 44228 44228.08092659 sorted
44228 14743 44223 44229 44229.15312876 sorted
44229 14743 44224 44230 44230.26744886 sorted
44230 14744 44225 44231 44231.05144404 sorted
44231 14744 44223 44232 44232.15673887 sorted
44232 14744 44224 44233 44233.27105897 sorted
44233 14745 44225 44233 44233.78105056 sorted
44234 14745 44229 44234 44234.89003436 sorted
44235 14745 44229 44236 44236.00441826 sorted
44236 14746 44229 44236 44236.76730486 sorted
44237 14746 44230 44237 44237.87481591 sorted
44238 14746 44230 44238 44238.98919980 sorted
44239 14747 44231 44239 44239.63817980 sorted
44240 14747 44235 44240 44240.75249723 sorted
44241 14747 44237 44241 44241.86681465 sorted
44242 14748 44235 44242 44242.75582686 sorted
44243 14748 44237 44243 44243.86792453 sorted
44244 14748 44238 44244 44244.98224195 sorted
44245 14749 44240 44245 44245.75804661 sorted
44246 14749 44241 44246 44246.83018868 sorted
44247 14749 44241 44247 44247.94561598 sorted
44248 14750 44243 44249 44249.04772475 sorted
44249 14750 44243 44250 44250.04772475 sorted
44250 14750 44244 44251 44251.16204218 sorted
44251 14751 44247 44251 44251.30105634 sorted
44252 14751 44246 44252 44252.41637324 sorted
44253 14751 44247 44253 44253.53080986 sorted
44254 14752 44248 44254 44254.63817980 sorted
44255 14752 44250 44255 44255.75138735 sorted
44256 14752 44251 44256 44256.86570477 sorted
44257 14753 44250 44257 44257.53257042 sorted
44258 14753 44250 44258 44258.60475352 sorted
44259 14753 44253 44259 44259.71919014 sorted
44260 14754 44255 44260 44260.61179577 sorted
44261 14754 44257 44261 44261.69982394 sorted
44262 14754 44256 44262 44262.81426056 sorted
44263 14755 44255 44263 44263.52830189 sorted
44264 14755 44258 44264 44264.64039956 sorted
44265 14755 44260 44265 44265.75471698 sorted
44266 14756 44257 44266 44266.48503521 sorted
44267 14756 44261 44267 44267.48503521 sorted
44268 14756 44261 44268 44268.59947183 sorted
44269 14757 44263 44269 44269.59947183 sorted
44270 14757 44263 44270 44270.71214789 sorted
44271 14757 44263 44271 44271.82658451 sorted
44272 14758 44266 44272 44272.65933099 sorted
44273 14758 44265 44273 44273.65933099 sorted
44274 14758 44268 44274 44274.77376761 sorted
44275 14759 44268 44275 44275.69922309 sorted
44276 14759 44268 44276 44276.77136515 sorted
44277 14759 44269 44277 44277.88568257 sorted
44278 14760 44269 44278 44278.78468368 sorted
44279 14760 44272 44279 44279.78468368 sorted
44280 14760 44272 44280 44280.89900111 sorted
44281 14761 44273 44281 44281.60375940 sorted
44282 14761 44276 44282 44282.71127820 sorted
44283 14761 44277 44283 44283.82556391 sorted
44284 14762 44277 44284 44284.55767302 sorted
44285 14762 44278 44285 44285.67101304 sorted
44286 14762 44279 44286 44286.78535607 sorted
44287 14763 44280 44287 44287.52649770 sorted
44288 14763 44282 44288 44288.64016897 sorted
44289 14763 44283 44289 44289.75499232 sorted
44290 14764 44285 44290 44290.86866359 sorted
44291 14764 44285 44291 44291.96812596 sorted
44292 14764 44286 44293 44293.08256528 sorted
44293 14765 44287 44293 44293.80606759 sorted
44294 14765 44287 44294 44294.87826421 sorted
44295 14765 44289 44295 44295.99270353 sorted
44296 14766 44291 44296 44296.81835637 sorted
44297 14766 44291 44297 44297.92357911 sorted
44298 14766 44292 44299 44299.03801843 sorted
44299 14767 44293 44299 44299.98773842 sorted
44300 14767 44294 44301 44301.09945504 sorted
44301 14767 44295 44302 44302.21389646 sorted
44302 14768 44294 44303 44303.10626703 sorted
44303 14768 44295 44304 44304.19482289 sorted
44304 14768 44297 44305 44305.30926431 sorted
44305 14769 44298 44305 44305.84799317 sorted
44306 14769 44299 44306 44306.92015371 sorted
44307 14769 44299 44308 44308.03458582 sorted
44308 14770 44302 44308 44308.83652762 sorted
44309 14770 44303 44309 44309.94870349 sorted
44310 14770 44305 44311 44311.06313416 sorted
44311 14771 44302 44311 44311.99718151 sorted
44312 14771 44305 44313 44313.11076663 sorted
44313 14771 44305 44314 44314.22519729 sorted
44314 14772 44306 44315 44315.08089064 sorted
44315 14772 44308 44316 44316.17615558 sorted
44316 14772 44309 44317 44317.29058625 sorted
44317 14773 44310 44318 44318.10879369 sorted
44318 14773 44312 44319 44319.18094701 sorted
44319 14773 44313 44320 44320.29537768 sorted
44320 14774 44315 44321 44321.34474672 sorted
44321 14774 44315 44322 44322.45872420 sorted
44322 14774 44316 44323 44323.57317073 sorted
44323 14775 44320 44324 44324.12992495 sorted
44324 14775 44319 44325 44325.23733584 sorted
44325 14775 44320 44326 44326.35178236 sorted
44326 14776 44320 44327 44327.04127580 sorted
44327 14776 44323 44328 44328.14540338 sorted
44328 14776 44323 44329 44329.25984991 sorted
44329 14777 44323 44330 44330.07757296 sorted
44330 14777 44324 44331 44331.19086022 sorted
44331 14777 44326 44332 44332.30529954 sorted
44332 14778 44327 44333 44333.08348968 sorted
44333 14778 44329 44334 44334.19324578 sorted
44334 14778 44330 44335 44335.30769231 sorted
44335 14779 44331 44336 44336.09562212 sorted
44336 14779 44330 44337 44337.20967742 sorted
44337 14779 44331 44338 44338.32411674 sorted
44338 14780 44334 44339 44339.21505376 sorted
44339 14780 44334 44340 44340.32795699 sorted
44340 14780 44334 44341 44341.44239631 sorted
44341 14781 44334 44342 44342.23502304 sorted
44342 14781 44337 44343 44343.30721966 sorted
44343 14781 44338 44344 44344.42165899 sorted
44344 14782 44338 44345 44345.22081413 sorted
44345 14782 44340 44346 44346.33525346 sorted
